file_id,file_path,detection_id,detection_start_s,detection_end_s,presence_label,species_name,detection_probability,recorder_id,date_time,Unnamed: 0,common_name,scientific_name,confidence,_source_csv
20240201_073100T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073100T.WAV,20240201_073100T.WAV:12.000-15.000,12.0,15.0,present,Passer montanus,0.5053212642669678,,,1,Eurasian Tree Sparrow,Passer montanus,0.5053212642669678,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073100T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073100T.WAV,20240201_073100T.WAV:27.000-30.000,27.0,30.0,present,Passer domesticus,0.8604434132575989,,,3,House Sparrow,Passer domesticus,0.8604434132575989,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073100T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073100T.WAV,20240201_073100T.WAV:42.000-45.000,42.0,45.0,present,Passer domesticus,0.9360616207122804,,,6,House Sparrow,Passer domesticus,0.9360616207122804,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073100T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073100T.WAV,20240201_073100T.WAV:45.000-48.000,45.0,48.0,present,Passer domesticus,0.5810754895210266,,,7,House Sparrow,Passer domesticus,0.5810754895210266,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:3.000-6.000,3.0,6.0,present,Passer domesticus,0.8443717360496521,,,10,House Sparrow,Passer domesticus,0.8443717360496521,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:6.000-9.000,6.0,9.0,present,Passer domesticus,0.8873369097709656,,,11,House Sparrow,Passer domesticus,0.8873369097709656,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:9.000-12.000,9.0,12.0,present,Passer domesticus,0.7389793395996094,,,12,House Sparrow,Passer domesticus,0.7389793395996094,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:12.000-15.000,12.0,15.0,present,Passer domesticus,0.8686619997024536,,,13,House Sparrow,Passer domesticus,0.8686619997024536,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:15.000-18.000,15.0,18.0,present,Passer domesticus,0.8487560153007507,,,14,House Sparrow,Passer domesticus,0.8487560153007507,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:18.000-21.000,18.0,21.0,present,Passer domesticus,0.90534108877182,,,15,House Sparrow,Passer domesticus,0.90534108877182,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:21.000-24.000,21.0,24.0,present,Passer domesticus,0.8753348588943481,,,16,House Sparrow,Passer domesticus,0.8753348588943481,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:24.000-27.000,24.0,27.0,present,Passer domesticus,0.7848977446556091,,,17,House Sparrow,Passer domesticus,0.7848977446556091,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:27.000-30.000,27.0,30.0,present,Passer domesticus,0.9064016938209534,,,18,House Sparrow,Passer domesticus,0.9064016938209534,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:30.000-33.000,30.0,33.0,present,Passer domesticus,0.6373573541641235,,,19,House Sparrow,Passer domesticus,0.6373573541641235,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:33.000-36.000,33.0,36.0,present,Motacilla alba,0.6149356961250305,,,20,White Wagtail,Motacilla alba,0.6149356961250305,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:36.000-39.000,36.0,39.0,present,Passer domesticus,0.7236745953559875,,,21,House Sparrow,Passer domesticus,0.7236745953559875,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:39.000-42.000,39.0,42.0,present,Passer domesticus,0.7497171759605408,,,22,House Sparrow,Passer domesticus,0.7497171759605408,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:42.000-45.000,42.0,45.0,present,Passer domesticus,0.7941836714744568,,,23,House Sparrow,Passer domesticus,0.7941836714744568,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:45.000-48.000,45.0,48.0,present,Passer domesticus,0.7307940721511841,,,24,House Sparrow,Passer domesticus,0.7307940721511841,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:48.000-51.000,48.0,51.0,present,Turdus iliacus,0.7841375470161438,,,25,Redwing,Turdus iliacus,0.7841375470161438,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073300T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073300T.WAV,20240201_073300T.WAV:0.000-3.000,0.0,3.0,present,Passer domesticus,0.9216166138648988,,,28,House Sparrow,Passer domesticus,0.9216166138648988,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
